客流数据(单位：万人次),,,,,,,,
2022-02-22,10.15,9.86,7.62,9.41,4.51,1.21,0,42.76
2022-02-23,11.36,11.05,8.35,10.75,5.02,1.36,0,47.89
2022-02-24,12.02,11.79,8.91,11.48,5.37,1.43,0,51
2022-02-25,12.99,12.73,9.51,12.58,5.75,1.6,0,55.16
2022-02-26,7.68,8.26,6.21,9.13,4.35,1.04,0,36.67
2022-02-27,7.48,7.57,6.01,8.93,4.39,0.93,0,35.31
2022-02-28,16.18,15.92,11.74,15.85,7.14,1.92,0,68.75
2022-03-01,16.38,16.28,11.81,16.16,7.18,1.93,0,69.74
2022-03-02,17.32,17.06,12.42,17.08,7.61,2.06,0,73.55
2022-03-03,17.65,17.59,12.55,17.5,7.76,2.11,0,75.16
2022-03-04,18.39,18.49,13.01,18.29,8.05,2.19,0,78.42
2022-03-05,11.85,12.71,9.57,14.46,6.91,1.52,0,57.02
2022-03-06,10.74,11.17,8.39,13.75,6.27,1.32,0,51.64
2022-03-07,20.11,20.84,14.09,20.4,8.79,2.4,0,86.63
2022-03-08,22.6,22.46,15.56,22.87,9.77,2.62,0,95.88
2022-03-09,22.54,22.49,15.36,22.34,9.79,2.55,0,95.07
2022-03-10,23.15,23.16,15.52,22.99,9.82,2.61,0,97.25
2022-03-11,23.93,24.03,15.91,24.09,10.16,2.75,0,100.87
2022-03-12,19.06,18.48,13.6,21.95,9.72,2.26,0,85.07
2022-03-13,15.85,15.35,11.12,19.14,7.96,1.82,0,71.24
2022-03-14,19.91,21.27,14.34,21.03,8.91,2.51,0,87.97
2022-03-15,14.11,16.61,10.9,16.04,6.89,2.06,0,66.61
2022-03-16,13.08,15.68,10.54,14.72,6.49,1.98,0,62.49
2022-03-17,11.71,13.95,9.63,12.62,5.79,1.69,0,55.39
2022-03-18,12.89,15.37,10.36,14.26,6.45,1.85,0,61.18
2022-03-19,6.61,8.28,6.22,8.78,4.22,1.05,0,35.16
2022-03-20,4.82,5.57,4.28,6.19,2.85,0.69,0,24.4
2022-03-21,13.3,14.98,10.33,13.59,6.25,1.78,0,60.23
2022-03-22,14.44,16.15,10.99,14.86,6.88,1.9,0,65.22
2022-03-23,15.68,17.4,11.87,16.13,7.52,2.04,0,70.64
2022-03-24,15.48,17.05,11.75,15.92,7.43,2.01,0,69.64
2022-03-25,13.57,14.94,10.4,13.7,6.4,1.77,0,60.78
2022-03-26,8.06,9.59,7.02,10.22,4.88,1.16,0,40.93
2022-03-27,7.2,7.92,6.02,8.89,4.39,0.96,0,35.38
2022-03-28,15.89,17.21,11.93,16.03,7.37,2.04,0,70.47
2022-03-29,16.09,17.16,12.22,16.05,7.57,2.05,0,71.14
2022-03-30,16.15,17.04,12.09,15.93,7.42,2.04,0,70.67
2022-03-31,16.19,16.67,11.87,15.53,7.2,1.94,0,69.4
2022-04-01,16.71,17.36,12.32,16.13,7.46,2.06,0,72.04
2022-04-02,15.85,16.73,11.74,15.65,7.3,1.97,0,69.24
2022-04-03,7.98,8.72,6.69,9.8,4.97,1.13,0,39.29
2022-04-04,8.07,8.76,6.83,10.22,5.34,1.12,0,40.34
2022-04-05,6.71,7.2,5.44,8.63,4.24,0.92,0,33.14
2022-04-06,16.76,17.44,12.12,16.52,7.61,2.05,0,72.5
2022-04-07,16.72,17.24,12,16.56,7.54,2.06,0,72.12
2022-04-08,16.85,17.23,12.08,16.51,7.55,2.07,0,72.29
2022-04-09,8.55,9.19,6.94,10.28,4.93,1.13,0,41.02
2022-04-10,7.34,7.21,5.73,8.61,4.22,0.91,0,34.02
2022-04-11,15.05,15.32,11.14,15.06,6.83,1.94,0,65.34
2022-04-12,13.58,14.32,10.42,13.54,6.3,1.78,0,59.94
2022-04-13,10.98,11.56,8.71,10.92,5.19,1.51,0,48.87
2022-04-14,9.83,10.35,8.11,10.07,4.97,1.53,0,44.86
2022-04-15,7.92,8.38,7.06,7.9,4.43,1.19,0,36.88
2022-04-16,2.7,2.69,2.61,2.84,1.94,0.41,0,13.19
2022-04-17,2.25,2.54,2.27,2.4,1.64,0.3,0,11.4
2022-04-18,5.69,5.98,4.91,5.71,3.44,0.88,0,26.61
2022-04-19,5.82,6.79,5.06,5.33,3.18,0.91,0,27.09
2022-04-20,6.49,7.11,5.37,5.62,3.62,0.95,0,29.16
2022-04-21,6.77,7.48,5.65,5.75,3.82,1,0,30.47
2022-04-22,6.81,7.45,5.63,5.72,3.86,1.02,0,30.49
2022-04-23,3.43,3.58,3.06,3.24,2.22,0.49,0,16.02
2022-04-24,6.87,7.68,5.36,6.45,3.79,1.01,0,31.16
2022-04-25,8.08,8.91,6.5,8.06,4.29,1.23,0,37.07
2022-04-26,8.56,9.26,6.78,8.5,4.51,1.31,0,38.92
2022-04-27,9.09,9.96,7,9.19,4.81,1.31,0,41.36
2022-04-28,8.89,9.63,6.81,9.01,4.65,1.31,0,40.3
2022-04-29,9.54,10.41,7.3,9.53,5.08,1.4,0,43.26
2022-04-30,5.46,5.67,4.2,6.23,3.35,0.71,0,25.62
2022-05-01,5.55,5.65,4.32,6.68,3.69,0.76,0,26.65
2022-05-02,5.84,5.96,4.46,7.08,3.83,0.83,0,28
2022-05-03,6.34,6.34,4.87,7.41,4,0.81,0,29.77
2022-05-04,6.25,6.47,4.82,7.37,3.57,0.84,0,29.32
2022-05-05,12.26,12.77,8.81,12.17,5.84,1.65,0,53.5
2022-05-06,13.36,13.7,9.51,13.07,6.27,1.68,0,57.59
2022-05-07,13.44,13.65,9.68,13.43,6.22,1.69,0,58.11
2022-05-08,8.13,7.74,6.23,9.44,4.52,0.99,0,37.05
2022-05-09,16.54,16.19,11.3,16.14,7.35,1.97,0,69.49
2022-05-10,16.69,16.38,11.36,16.26,7.34,1.93,0,69.96
2022-05-11,17.71,17.72,12.09,17.73,7.75,2.07,0,75.07
2022-05-12,17.52,17.48,12.07,17.43,7.65,2.02,0,74.17
2022-05-13,18.06,18,12.31,18.25,7.9,2.03,0,76.55
2022-05-14,14.42,13.77,9.32,17.29,6.88,1.48,0,63.16
2022-05-15,12.86,12.07,8.36,15.88,6.12,1.37,0,56.66
2022-05-16,19.67,19.67,13.57,20.23,8.71,2.31,0,84.16
2022-05-17,20.6,19.82,13.81,20.25,8.87,2.31,0,85.66
2022-05-18,20.02,19.48,13.49,19.79,8.69,2.25,0,83.72
2022-05-19,20.43,19.7,13.73,20.02,8.92,2.34,0,85.14
2022-05-20,22.48,21.27,14.87,22.11,9.45,2.44,0,92.62
2022-05-21,16.02,14.51,10.99,17.99,7.61,1.66,0,68.78
2022-05-22,14.66,13.21,10.08,17.03,7.03,1.6,0,63.61
2022-05-23,21.68,20.97,14.76,21.47,9.52,2.55,0,90.95
2022-05-24,21.83,21.25,14.91,21.67,9.6,2.89,0,92.15
2022-05-25,22.7,21.77,15.32,22.71,9.98,2.9,0,95.38
2022-05-26,22.17,21.55,15.07,22.14,9.81,2.86,0,93.6
2022-05-27,23.75,22.74,15.96,23.85,10.42,3.16,0,99.88
2022-05-28,17.43,15.55,11.91,18.89,8.14,1.81,0,73.73
2022-05-29,14.72,13.19,10.07,16.44,6.88,1.58,0,62.88
2022-05-30,22.16,22.19,15.15,22.03,9.79,2.86,0,94.18
2022-05-31,23.25,22.98,15.79,23.23,10.29,2.94,0,98.48
2022-06-01,24.3,23.53,16.46,23.97,10.62,2.97,0,101.85
2022-06-02,24.7,25.36,16.59,25.07,10.83,3.26,0,105.81
2022-06-03,20.88,19.68,14.4,23.9,10.47,2.12,0,91.45
2022-06-04,17.34,15.93,11.75,18.92,8.24,1.74,0,73.92
2022-06-05,12.52,13.89,8.91,13.58,5.88,1.37,0,56.15
2022-06-06,23.98,25.02,16.45,24.14,10.62,3.03,0,103.24
2022-06-07,24.8,25.32,16.69,24.48,10.95,3.07,0,105.31
2022-06-08,24.88,25.11,16.69,24.25,10.83,3.05,0,104.81
2022-06-09,24.53,24.94,16.54,24.12,10.84,3.04,0,104.01
2022-06-10,26.37,26.76,17.79,25.91,11.58,3.4,0,111.81
2022-06-11,20.27,19.37,13.86,22.05,9.58,2.29,0,87.42
2022-06-12,16.54,16.67,11.47,18.68,7.73,1.98,0,73.07
2022-06-13,24.15,25.17,16.38,23.84,10.4,3.04,0,102.98
2022-06-14,24.35,24.68,16.4,23.62,10.59,3,0,102.64
2022-06-15,25.18,25.37,16.72,24.51,10.87,3.05,0,105.7
2022-06-16,25.22,25.94,16.81,25.06,10.96,3.1,0,107.09
2022-06-17,26.39,27.5,17.45,26.34,11.37,3.46,0,112.51
2022-06-18,19.59,19.27,13.11,21.09,9.12,2.07,0,84.25
2022-06-19,18.08,18.61,12.39,20.4,8.8,2.02,0,80.3
2022-06-20,26.21,27.36,17.45,26.31,11.37,3.22,0,111.92
2022-06-21,26.62,27.24,17.56,26.61,11.56,3.25,0,112.84
2022-06-22,26.63,27.11,17.46,26.13,11.49,3.25,0,112.07
2022-06-23,26.39,26.87,17.18,25.66,11.33,2.96,0,110.39
2022-06-24,26.79,27.49,17.23,25.67,11.17,2.95,0,111.3
2022-06-25,24.4,22.61,15.43,24.96,10.57,2.36,0,100.33
2022-06-26,21.63,20.67,14.06,22.9,9.8,2.14,0,91.2
2022-06-27,27.08,28.46,18.03,27.15,11.96,3.08,0,115.76
2022-06-28,27.18,27.97,18.11,27.02,12.04,3.06,0,115.38
2022-06-29,27.04,27.43,17.94,26.68,11.83,2.99,0,113.91
2022-06-30,27.5,28.06,18.15,27.06,11.83,3.08,0,115.68
2022-07-01,30.28,30.72,19.34,29.63,13.01,3.23,0,126.21
2022-07-02,25.35,23.53,15.99,25.55,10.89,2.74,0,104.05
2022-07-03,23.39,21.68,14.39,23.43,9.98,2.14,0,95.01
2022-07-04,27.82,27.85,18.02,26.69,11.97,3.01,0,115.36
2022-07-05,27.79,27.24,18.2,26.46,12.04,2.95,0,114.68
2022-07-06,27.61,26.86,18.02,26.22,12.02,2.97,0,113.7
2022-07-07,27.02,26.51,17.84,25.89,11.9,2.9,0,112.06
2022-07-08,28.18,27.87,18.39,26.71,12.28,2.97,0,116.4
2022-07-09,22.55,21.16,14.91,23.35,10.18,2.19,0,94.34
2022-07-10,20.14,19.54,13.48,21.56,9.34,1.97,0,86.03
2022-07-11,26.89,27.22,17.96,26.1,11.94,2.94,0,113.05
2022-07-12,26.72,26.38,17.77,25.42,11.72,2.86,0,110.87
2022-07-13,26.38,25.94,17.63,25.1,11.48,2.84,0,109.37
2022-07-14,26.28,25.83,17.51,25.07,11.45,2.82,0,108.96
2022-07-15,26.75,26.93,17.54,25.42,11.55,2.84,0,111.03
2022-07-16,23.32,21.93,15.21,24.24,10.48,2.26,0,97.44
2022-07-17,19.53,19.2,12.96,21.08,8.9,1.88,0,83.55
2022-07-18,27.51,27.98,18.15,26.92,12.12,2.98,0,115.66
2022-07-19,27.85,27.57,18.39,27,12.17,3,0,115.98
2022-07-20,28.27,27.89,18.54,27.12,12.32,2.99,0,117.13
2022-07-21,28.25,27.8,18.39,27.32,12.3,2.96,0,117.02
2022-07-22,29.48,29.76,19.03,28.26,12.69,3.06,0,122.28
2022-07-23,23.88,22.91,15.62,24.61,10.53,2.22,0,99.77
2022-07-24,23.33,22.73,14.96,24.85,10.51,2.16,0,98.54
2022-07-25,27.46,28.51,18.09,26.99,12.1,2.99,0,116.14
2022-07-26,26.8,27.41,17.73,26.22,11.86,2.86,0,112.88
2022-07-27,27.92,28.33,18.26,27.28,12.33,2.95,0,117.07
2022-07-28,28.01,28.25,18.33,26.96,12.21,3,0,116.76
2022-07-29,29.71,30.4,19.15,28.62,11.95,3.22,0,123.05
2022-07-30,24.24,23.99,15.28,25.03,10.59,2.27,0,101.4
2022-07-31,24.56,24.8,15.64,26.72,11.02,2.38,0,105.12
2022-08-01,28.52,29.83,18.69,28.1,12.63,3.02,0,120.79
2022-08-02,28.68,28.97,18.61,27.76,12.37,2.99,0,119.38
2022-08-03,28.86,29.14,18.8,27.8,12.34,3.01,0,119.95
2022-08-04,30.86,30.61,20,30.21,13.13,3.08,0,127.89
2022-08-05,29.51,30.81,18.92,28.53,12.77,3.01,0,123.55
2022-08-06,23.96,24.27,15.38,25.07,10.75,2.3,0,101.73
2022-08-07,22.99,23.72,14.88,24.65,10.28,2.15,0,98.67
2022-08-08,28.01,29.26,18.27,27.38,12.32,2.97,0,118.21
2022-08-09,28.28,28.47,18.33,27.22,12.26,2.91,0,117.47
2022-08-10,28.63,28.96,18.58,27.68,12.43,2.97,0,119.25
2022-08-11,28.06,28.52,18.21,27.06,12.19,2.87,0,116.91
2022-08-12,28.59,29.71,18.35,27.42,12.31,2.95,0,119.33
2022-08-13,23.86,23.61,15.15,24.3,10.5,2.2,0,99.62
2022-08-14,21.27,22.11,13.97,22.81,9.68,1.96,0,91.8
2022-08-15,27.51,28.92,18.2,26.98,12.27,2.97,0,116.85
2022-08-16,27.41,28.35,18.31,26.96,12.29,2.89,0,116.21
2022-08-17,28.35,28.87,18.67,27.7,12.64,3.01,0,119.24
2022-08-18,28.04,28.3,18.47,27.44,12.5,2.95,0,117.7
2022-08-19,29.17,29.89,19.11,28.42,12.87,3.03,0,122.49
2022-08-20,24.65,23.41,15.19,24.43,10.46,2.17,0,100.31
2022-08-21,22.27,22.67,14.61,24,10.29,2.1,0,95.94
2022-08-22,27.13,28.35,18.06,26.68,12.16,3,0,115.38
2022-08-23,27.24,27.53,18.03,26.54,12.07,2.92,0,114.33
2022-08-24,29.16,29.52,19.06,28.86,13.24,3.14,0,122.98
2022-08-25,28.67,28.64,18.5,27.63,12.77,2.98,0,119.19
2022-08-26,30.25,30.69,19.32,29.5,13.42,3.15,0,126.33
2022-08-27,24.51,24.55,15.49,25.72,11.41,2.47,0,104.15
2022-08-28,25.03,25.56,16.1,27.87,12.51,2.59,0,109.66
2022-08-29,28.12,28.79,18.7,27.96,13.03,3.07,0,119.67
2022-08-30,27.21,27.91,17.98,26.83,12.51,2.91,0,115.35
2022-08-31,27.1,28.46,18.22,27.29,12.68,3.01,0,116.76
2022-09-01,27.43,28.96,18.21,27.37,12.72,3.04,0,117.73
2022-09-02,29.26,31.23,19.2,29.37,13.66,3.29,0,126.01
2022-09-03,23.28,23.78,15.16,25.57,11.6,2.71,0,102.1
2022-09-04,20.12,21.07,13.39,22.13,9.9,2.38,0,88.99
2022-09-05,26.71,28.78,18.09,26.67,12.31,3.32,0,115.88
2022-09-06,28.77,29.9,18.87,28.67,13.36,3.46,0,123.03
2022-09-07,28.3,29.55,18.69,28.12,13.21,3.43,0,121.3
2022-09-08,28.05,29.9,18.53,28.3,13.3,3.41,0,121.49
2022-09-09,31.45,36.02,21.01,33.39,15.4,4.23,0,141.5
2022-09-10,35.25,37.56,22.5,40.47,19.82,3.72,0,159.32
2022-09-11,30.19,30.62,18.66,32.78,15.57,2.87,0,130.69
2022-09-12,21.54,25.99,14.45,25.17,11.4,2.72,0,101.27
2022-09-13,25.96,28.9,17.77,26.26,12.17,3.42,0,114.48
2022-09-14,25.64,27.66,17.66,25.71,11.95,3.38,0,112
2022-09-15,25.45,25.61,17.39,25.05,11.86,3.1,0,108.46
2022-09-16,30.55,33.16,20.51,31.14,14.15,4.05,0,133.56
2022-09-17,26.83,26.44,17.41,28.41,12.9,3.41,0,115.4
2022-09-18,23.36,24.06,15.59,26.34,12.01,3.11,0,104.47
2022-09-19,28.09,30.28,19.06,28.58,13.35,3.75,0,123.11
2022-09-20,28.43,30.27,19.02,28.84,13.51,3.69,0,123.76
2022-09-21,28.94,30.62,19.37,29.23,13.61,3.84,0,125.61
2022-09-22,28.38,30.04,18.92,28.53,13.33,3.62,0,122.82
2022-09-23,30.08,33.29,20.55,31.1,14.3,4.2,0,133.52
2022-09-24,28.07,27.26,17.9,29.63,13.45,3.7,0,120.01
2022-09-25,25.14,25.24,16.47,27.51,12.38,3.51,0,110.25
2022-09-26,27.77,30.3,18.75,28.1,13.04,3.73,0,121.69
2022-09-27,28.32,30.23,18.89,28.57,13.28,3.74,0,123.03
2022-09-28,27.92,29.87,18.65,27.98,12.91,3.75,0,121.08
2022-09-29,28.54,31.22,18.98,28.97,13.37,3.84,0,124.92
2022-09-30,30.19,34.94,20.81,32.73,14.23,4.85,0,137.75
2022-10-01,30.56,31.29,20.05,34.8,13.78,4.38,0,134.86
2022-10-02,30.47,30.4,19.22,33.78,13.43,3.76,0,131.06
2022-10-03,24.4,25.37,15.32,26.84,10.94,2.93,0,105.8
2022-10-04,23.36,24.18,14.14,25.59,11.26,2.38,0,100.91
2022-10-05,23.14,23.47,14.04,24.77,10.99,2.52,0,98.93
2022-10-06,19.61,20.49,12.44,20.62,9.09,2.08,0,84.33
2022-10-07,19.85,22.24,13.55,21.59,9.65,2.65,0,89.53
2022-10-08,26.68,28.79,18.61,27.48,12.49,4.24,0,118.29
2022-10-09,26.59,28.16,18.58,27.53,12.83,4.01,0,117.7
2022-10-10,26.55,28.14,18.41,26.71,12.78,3.61,0,116.2
2022-10-11,26.02,27.2,18.11,25.64,12.28,3.52,0,112.77
2022-10-12,23.82,25.68,17.13,23.95,11.55,3.41,0,105.54
2022-10-13,21.18,24.02,15.45,22.05,10.53,3.09,0,96.32
2022-10-14,21.8,24.92,16.17,22.99,10.89,3.31,0,100.08
2022-10-15,13.45,15.17,10.47,15.78,7.56,1.87,0,64.3
2022-10-16,12.98,14.02,9.83,15.18,7.26,1.87,0,61.14
2022-10-17,22.65,23.89,16.22,22.85,11.1,3.15,0,99.86
2022-10-18,23.47,24.17,16.59,23.5,11.39,3.18,0,102.3
2022-10-19,24.3,24.77,17.07,24.43,11.72,3.36,0,105.65
2022-10-20,24.61,25.19,17.16,24.79,11.99,3.35,0,107.09
2022-10-21,26.41,27.56,18.4,27.06,12.79,3.85,0,116.07
2022-10-22,20.54,20.27,14.27,22.64,10.84,2.99,0,91.55
2022-10-23,18.9,19.44,13.34,21.42,10.19,2.47,0,85.76
2022-10-24,24.67,26.94,17.69,25.59,12.23,3.18,0,110.3
2022-10-25,25.98,27.01,17.87,25.92,12.57,3.2,0,112.55
2022-10-26,25.99,26.85,17.86,25.76,12.37,3.22,0,112.05
2022-10-27,25.59,26.39,17.63,25.26,12.11,3.21,0,110.19
2022-10-28,28.09,29.52,19.24,28.26,13.26,3.8,0,122.17
2022-10-29,22.87,22.07,15.47,24.59,12.17,2.92,0,100.09
2022-10-30,19.64,19.73,13.61,22.11,10.72,2.45,0,88.26
2022-10-31,25.93,27.72,18.13,26.64,12.83,3.6,0,114.85
2022-11-01,25.49,26.79,17.73,25.92,12.54,3.48,0,111.95
2022-11-02,26.13,26.98,17.96,26.21,12.62,3.46,0,113.36
2022-11-03,26.16,26.77,18.12,26.06,12.76,3.44,0,113.31
2022-11-04,28.38,29.77,19.61,28.88,13.52,4.2,0,124.36
2022-11-05,23.4,22.24,16.03,25.73,12.16,3.55,0,103.11
2022-11-06,21.39,21.22,14.75,24.49,11.59,3.29,0,96.73
2022-11-07,26.4,27.9,18.24,26.67,12.83,3.6,0,115.64
2022-11-08,26.83,27.67,18.37,26.79,13.12,3.63,0,116.41
2022-11-09,26.69,27.28,18.2,26.55,12.79,3.67,0,115.18
2022-11-10,27.19,28.06,18.61,27.41,13.1,3.72,0,118.09
2022-11-11,28.9,30.26,19.89,29.26,13.67,4.22,0,126.2
2022-11-12,23.96,22.83,16.17,26.14,12.06,3.34,0,104.5
2022-11-13,20.29,20.57,13.92,23.01,10.5,2.83,0,91.12
2022-11-14,26.04,27.73,18.06,26.31,12.56,3.58,0,114.28
2022-11-15,27.36,28.4,18.68,27.49,13.23,3.75,0,118.91
2022-11-16,27.11,27.89,18.51,26.97,12.87,3.74,0,117.09
2022-11-17,25.6,26.4,17.72,24.87,12.04,3.38,0,110.01
2022-11-18,29.02,30.42,20.05,29.16,13.57,4.27,0,126.49
2022-11-19,21.6,20.63,14.63,23.66,10.36,3.29,0,94.17
2022-11-20,20.38,20.6,13.65,23.86,10.66,3.72,0,92.87
2022-11-21,26.03,27.55,18.06,26.52,12.63,3.65,0,114.44
2022-11-22,25.19,25.97,17.5,24.86,11.9,3.39,0,108.81
2022-11-23,26.27,26.67,18.09,25.97,12.54,3.61,0,113.15
2022-11-24,24.82,25.13,17.08,24.47,12.12,3.33,0,106.95
2022-11-25,26.91,27.79,18.7,27.15,13.11,4.06,0,117.72
2022-11-26,20.16,18.75,13.49,21.39,10.59,2.8,0,87.18
2022-11-27,16.94,16.26,11.44,18.71,9.15,2.39,0,74.89
2022-11-28,23.08,24.21,16.25,23.17,11.3,3.2,0,101.21
2022-11-29,22.05,22.2,15.51,21.34,10.57,3,0,94.67
2022-11-30,23.21,23.05,16.16,22.45,11.16,3.16,0,99.19
2022-12-01,23.09,22.91,16.15,22.39,11.18,3.13,0,98.85
2022-12-02,24.34,24.24,17.05,24.03,11.98,3.51,0,105.15
2022-12-03,13.19,12.4,9.54,13.72,6.92,1.57,0,57.34
2022-12-04,12.02,11.4,8.47,12.85,6.38,1.57,0,52.69
2022-12-05,23.47,23.46,16.59,23.08,11.51,3.23,0,101.34
2022-12-06,24.49,24.41,17.11,24.22,12.08,3.39,0,105.7
2022-12-07,24.95,24.69,17.34,24.41,12.17,3.4,0,106.96
2022-12-08,24.9,24.4,17.18,24.66,12.04,3.36,0,106.54
2022-12-09,25.39,25.3,17.78,25.3,12.18,3.62,0,109.57
2022-12-10,18.05,17.17,12.63,19.95,8.95,2.48,0,79.23
2022-12-11,17.83,17.32,12.41,20.74,9.19,2.62,0,80.11
2022-12-12,25.06,26.03,17.61,26.48,12.23,3.94,0,111.35
2022-12-13,24.02,24.5,16.78,25,11.65,3.56,0,105.51
2022-12-14,23.09,23.48,16.16,23.65,11.17,3.31,0,100.86
2022-12-15,21.42,21.92,15.12,21.85,10.45,2.95,0,93.71
2022-12-16,19.65,20.58,13.8,20.15,9.46,2.7,0,86.34
2022-12-17,11.05,11.34,7.92,12.44,5.66,1.41,0,49.82
2022-12-18,8.74,9.15,6.22,10.17,4.58,1.15,0,40.01
2022-12-19,12.95,14.29,9.58,13.5,6.46,1.72,0,58.5
2022-12-20,10.99,12.17,8.08,11.44,5.55,1.46,0,49.69
2022-12-21,9.15,10.44,6.75,9.65,4.7,1.21,0,41.9
2022-12-22,7.59,8.74,5.66,8.05,3.96,1,0,35
2022-12-23,6.96,8.3,5.19,7.63,3.65,0.94,0,32.67
2022-12-24,5.01,5.96,3.83,6.07,2.72,0.76,0,24.35
2022-12-25,5.45,6.16,3.91,6.6,2.84,0.78,0,25.74